hotel,arrival_date,market_segment,country,lead_time,nights,adr,booking_value,cancel_probability,expected_loss,deposit_type,customer_type
Resort Hotel,2017-08-27,Offline TA/TO,PRT,305,10,131.4,1314.0,0.851153,1118.415042,No Deposit,Transient
Resort Hotel,2017-08-27,Offline TA/TO,PRT,173,13,168.92,2195.96,0.5,1097.98,No Deposit,Transient-Party
Resort Hotel,2017-08-27,Online TA,PRT,95,7,184.29,1290.03,0.772727,996.84101181,No Deposit,Transient
Resort Hotel,2017-08-27,Offline TA/TO,PRT,20,7,182.0,1274.0,0.716867,913.2885580000001,No Deposit,Transient
Resort Hotel,2017-08-27,Offline TA/TO,PRT,20,7,182.0,1274.0,0.716867,913.2885580000001,No Deposit,Transient
Resort Hotel,2017-08-27,Online TA,PRT,47,5,253.8,1269.0,0.716867,909.7042230000001,No Deposit,Transient
Resort Hotel,2017-08-27,Online TA,PRT,47,5,289.8,1449.0,0.605263,877.026087,No Deposit,Transient
Resort Hotel,2017-08-27,Online TA,GBR,22,4,295.0,1180.0,0.737643,870.4187400000001,No Deposit,Transient
Resort Hotel,2017-08-27,Online TA,ESP,99,6,236.67,1420.02,0.605263,859.4855652599999,No Deposit,Transient
Resort Hotel,2017-08-27,Online TA,PRT,216,7,139.68,977.76,0.851153,832.2233572800001,No Deposit,Transient
City Hotel,2017-08-27,Online TA,AUT,140,5,235.0,1175.0,0.691099,812.041325,No Deposit,Transient
City Hotel,2017-08-27,Online TA,AUT,140,5,235.0,1175.0,0.691099,812.041325,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,PRT,237,10,293.6,2936.0,0.851153,2498.985208,No Deposit,Transient
City Hotel,2017-08-28,Online TA,MOZ,70,14,200.29,2804.06,0.691099,1937.88306194,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,PRT,237,10,180.38,1803.8,0.851153,1535.3097814,No Deposit,Transient
City Hotel,2017-08-28,Online TA,BEL,41,12,161.83,1941.96,0.641487,1245.7420945200001,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,PRT,120,6,265.0,1590.0,0.729412,1159.76508,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,PRT,120,6,297.0,1782.0,0.605263,1078.5786659999999,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,ESP,59,8,180.0,1440.0,0.737643,1062.20592,No Deposit,Transient
Resort Hotel,2017-08-28,Offline TA/TO,PRT,18,11,140.0,1540.0,0.653439,1006.29606,No Deposit,Group
Resort Hotel,2017-08-28,Online TA,GBR,172,9,195.11,1755.99,0.492857,865.45196343,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,ESP,13,6,232.5,1395.0,0.605263,844.341885,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,PRT,80,6,215.33,1291.98,0.653439,844.23011922,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,PRT,80,6,215.33,1291.98,0.653439,844.23011922,No Deposit,Transient
Resort Hotel,2017-08-28,Online TA,ESP,26,4,286.25,1145.0,0.729412,835.17674,No Deposit,Transient
Resort Hotel,2017-08-29,Online TA,ESP,72,6,328.0,1968.0,0.729412,1435.482816,No Deposit,Transient
Resort Hotel,2017-08-29,Online TA,CHE,160,8,212.5,1700.0,0.818182,1390.9094,No Deposit,Transient
Resort Hotel,2017-08-29,Online TA,PRT,41,8,177.5,1420.0,0.851153,1208.63726,No Deposit,Transient
City Hotel,2017-08-29,Online TA,PRT,135,6,272.5,1635.0,0.641487,1048.831245,No Deposit,Transient
Resort Hotel,2017-08-29,Online TA,AND,42,7,228.57,1599.99,0.605263,968.41474737,No Deposit,Transient
Resort Hotel,2017-08-29,Online TA,ROU,246,7,171.25,1198.75,0.716867,859.34431625,No Deposit,Transient
Resort Hotel,2017-08-30,Direct,PRT,262,10,189.42,1894.2,0.653439,1237.7441538,No Deposit,Transient
Resort Hotel,2017-08-30,Online TA,PRT,161,7,213.43,1494.01,0.772727,1154.46186527,No Deposit,Transient
Resort Hotel,2017-08-30,Online TA,PRT,25,7,222.86,1560.02,0.737643,1150.73783286,No Deposit,Transient
Resort Hotel,2017-08-30,Online TA,IRL,62,7,175.71,1229.97,0.716867,881.72490399,No Deposit,Transient
City Hotel,2017-08-30,Online TA,ESP,215,7,162.0,1134.0,0.732713,830.896542,No Deposit,Transient
City Hotel,2017-08-30,Online TA,ESP,215,7,162.0,1134.0,0.732713,830.896542,No Deposit,Transient
Resort Hotel,2017-08-31,Online TA,GBR,350,11,219.45,2413.95,0.729412,1760.7640973999999,No Deposit,Transient
City Hotel,2017-08-31,Online TA,RUS,218,7,162.0,1134.0,0.964286,1093.5003239999999,No Deposit,Transient
City Hotel,2017-08-31,Online TA,RUS,210,7,189.0,1323.0,0.810811,1072.702953,No Deposit,Transient
Resort Hotel,2017-08-31,Online TA,DEU,29,7,175.0,1225.0,0.737643,903.6126750000001,No Deposit,Transient
